id,market,ticker,start,end
2912,Will legislation strip federal funds from sanctuary cities in 2017?,SANCFUNDING.123117,2017-01-25T19:00:00Z,2018-01-01T11:01:40Z
2909,"Will Sean Spicer be White House press secretary on Dec. 31, 2017?",SPICER.WHPS.123117,2017-01-24T19:00:00Z,2018-01-01T11:00:39Z
2906,Will Supreme Court agree by year-end to hear a Trump emoluments case?,SCOTUS.EMOLUMENTS.2017,2017-01-23T19:00:00Z,2018-01-01T10:59:36Z
2889,Will Trump testify in Zervos defamation case in 2017?,TRUMP.ZERVOS.2017,2017-01-18T19:00:00Z,2018-01-01T10:58:36Z
2886,Will there be another SCOTUS vacancy in 2017?,VACANCY.SCOTUS.123117,2017-01-17T19:00:00Z,2018-01-01T10:57:36Z
2882,Will Donald Trump be president at year-end 2017?,TRUMP.PRES.123117,2017-01-16T19:00:00Z,2018-01-01T10:56:34Z
2867,Will Richard Cordray be CFPB director at year-end?,CORDRAY.123117,2017-01-10T19:00:00Z,2018-01-01T10:55:19Z
2865,Will the prime minister of Israel address the U.S. Congress in 2017?,ISRAELPM.CONGRESS.2017,2017-01-09T19:00:00Z,2018-01-01T10:54:19Z
2863,Will Benjamin Netanyahu be prime minister of Israel at year-end?,NETANYAHU.123117,2017-01-09T19:00:00Z,2018-01-01T10:53:18Z
2854,Will Chris Christie be governor of New Jersey at year-end?,CHRISTIE.123117,2017-01-04T19:00:00Z,2018-01-01T10:52:17Z
2853,Will Andrew Cuomo be governor of New York at year-end?,CUOMO.123117,2017-01-04T19:00:00Z,2018-01-01T10:51:17Z
2852,Will a federal criminal charge be filed against Hillary Clinton in 2017?,CLINTON.FEDCHARGES.2017,2017-01-04T19:00:00Z,2018-01-01T10:50:16Z
2851,Will Congress ratify the Trans-Pacific Partnership in 2017?,TPP.123117,2017-01-03T19:00:00Z,2018-01-01T10:49:12Z
2826,Will President Trump travel to Taiwan in 2017?,TAIWAN.TRUMP.2017,2016-12-15T19:00:00Z,2018-01-01T10:48:12Z
2797,Will national right-to-work legislation be enacted in 2017?,NRTW.2017,2016-11-30T19:00:00Z,2018-01-01T10:47:11Z
2785,Will Raúl Castro stay in power through 2017?,RAULCASTRO.123117,2016-11-27T19:00:00Z,2018-01-01T10:46:11Z
2760,"Will Congress pass a resolution to amend the Constitution, abolishing the Electoral College, by end of 2017?",ABOLISHEC.AMENDMENT.123117,2016-11-17T19:00:00Z,2018-01-01T10:45:10Z
2753,Will Trump sign a bill not supported by a majority of GOP House delegation in 2017?,"ENACT.NOGOPMAJ,2017",2016-11-16T19:00:00Z,2018-01-01T10:44:09Z
2748,Will ACA preexisting condition provision be repealed by the end of 2017?,PREEXISTING.ACA.2017,2016-11-14T19:00:00Z,2018-01-01T10:43:08Z
2745,Will ACA plan subsidies be repealed by the end of 2017?,SUBSIDY.ACA.2017,2016-11-15T19:00:00Z,2018-01-01T10:42:07Z
2744,Will the ACA medical device tax be repealed by the end of 2017?,DEVICETAX.ACA.2017,2016-11-15T19:00:00Z,2018-01-01T10:41:07Z
2743,Will the ACA employer mandate be repealed by the end of 2017?,EMPMANDATE.ACA.2017,2016-11-15T19:00:00Z,2018-01-01T10:40:06Z
2723,Will a federal minimum wage increase go into effect by year-end 2017?,MINWAGE.2017,2016-11-08T19:00:00Z,2018-01-01T10:39:06Z
2668,Who will be New Zealand's Labour Party leader at the end of 2017?,LABLEADER.NZ.123117,2016-10-25T20:00:00Z,2018-01-01T10:38:05Z
2667,Who will be New Zealand's National Party leader at the end of 2017?,NATLEADER.NZ.123117,2016-10-25T20:00:00Z,2018-01-01T10:37:04Z
2461,Who will be elected German chancellor in 2017?,CHANCELLOR.GERMANY.2017,2016-09-06T20:00:00Z,2018-01-01T10:36:02Z
3999,What will Trump's RCP average job approval be at end of day December 29?,TA.122917,2017-12-21T19:00:00Z,2017-12-30T09:04:15Z
2979,Who will win the 2017 Liberian presidential election?,LIBERIA.2017,2017-02-14T19:00:00Z,2017-12-29T16:46:43Z
4000,Will Trump's Gallup approval be 35% or higher for December 26-28?,GALLUP.122917,2017-12-21T19:00:00Z,2017-12-29T13:53:36Z
3998,How many tweets will @vp post from noon December 22 to noon December 29?,VPTWEET.122917,2017-12-22T07:00:00Z,2017-12-29T12:44:33Z
3922,How many counties will Moore win in Alabama's special Senate election?,MCOUNTIES.ALSEN17,2017-11-28T19:00:00Z,2017-12-28T17:40:59Z
3966,Which write-in candidate received the most votes in the 2017 U.S. Senate special election in Alabama?,TOPWI.ALSEN.2017,2017-12-13T19:00:00Z,2017-12-28T17:28:54Z
3877,What will turnout be for the 2017 U.S. Senate special election in Alabama?,TURN.ALSEN.2017,2017-11-13T19:00:00Z,2017-12-28T16:57:51Z
3868,Which party will win the 2017 U.S. Senate special election in Alabama?,PARTY.ALSEN.18,2017-11-09T19:00:00Z,2017-12-28T16:56:46Z
3830,What will the margin of victory be in Alabama's special Senate election?,MOV.AL.2017,2017-10-30T20:00:00Z,2017-12-28T16:55:41Z
3299,Who will win the 2017 U.S. Senate special election in Alabama?,ALSEN.2017,2017-05-22T20:00:00Z,2017-12-28T16:54:26Z
3997,What will Democrats' 538 Congressional polling edge be for December 27?,C538.122717,2017-12-19T19:00:00Z,2017-12-28T09:03:35Z
3996,How many tweets will @realDonaldTrump post from noon December 20 to noon December 27?,RDTS.122717,2017-12-20T07:00:00Z,2017-12-27T12:08:00Z
3946,Will the federal government be shut down on December 26?,SHUTDOWN.122617,2017-12-06T19:00:00Z,2017-12-27T09:04:51Z
3995,How many tweets will @potus post from noon December 19 to noon December 26?,POTUS.122617,2017-12-19T07:00:00Z,2017-12-26T12:28:16Z
3994,How many tweets will @vp post from noon December 19 to noon December 26?,VPTWEET.122617,2017-12-19T07:00:00Z,2017-12-26T12:27:14Z
3993,What will Trump's 538 job approval index be for December 25?,538.122517,2017-12-17T19:00:00Z,2017-12-26T09:47:06Z
3674,Will the United Nations adopt additional sanctions against North Korea in 2017?,UN.DPRK.2017,2017-09-11T20:00:00Z,2017-12-23T16:29:14Z
3975,What will Trump's RCP average job approval be at end of day December 22?,TA.122217,2017-12-14T19:00:00Z,2017-12-23T08:26:00Z
3976,Will Trump's Gallup approval be 36% or higher for December 19-21?,GALLUP.122217,2017-12-14T19:00:00Z,2017-12-22T13:23:27Z
3974,How many tweets will @vp post from noon December 15 to noon December 22?,VPTWEET.122217,2017-12-15T07:00:00Z,2017-12-22T12:10:24Z
2725,Will the individual tax rate be cut by the end of 2017?,INDIV.TAXCUT.2017,2016-11-08T19:00:00Z,2017-12-22T12:09:19Z
2726,Will the corporate tax rate be cut by the end of 2017?,CORP.TAXCUT.2017,2016-11-08T19:00:00Z,2017-12-22T12:08:17Z
2742,Will the ACA individual mandate be repealed by the end of 2017?,INDMANDATE.ACA.2017,2016-11-15T19:00:00Z,2017-12-22T12:07:14Z
2800,Will 2017 legislation classify carried interest as ordinary income?,CARRIEDINTEREST.2017,2016-12-01T19:00:00Z,2017-12-22T12:06:11Z
3601,Will a repatriation tax holiday be enacted in 2017?,REPAT.2017,2017-08-16T20:00:00Z,2017-12-22T12:05:11Z
3804,"Will the corporate tax rate be cut by March 31, 2018?",CORP.TAXCUT.033118,2017-10-22T20:00:00Z,2017-12-22T12:04:10Z
3878,When will the Tax Cuts & Jobs Act be enacted?,ENACT.TCJA,2017-11-13T19:00:00Z,2017-12-22T11:59:10Z
3965,What will Democrats' 538 Congressional polling edge be for December 20?,C538.122017,2017-12-13T19:00:00Z,2017-12-21T09:05:18Z
3783,Who will be elected Atlanta mayor in 2017?,ATL.2017,2017-10-15T20:00:00Z,2017-12-21T09:04:16Z
3963,How many tweets will @realDonaldTrump post from noon December 13 to noon December 20?,RDTS.122017,2017-12-13T07:00:00Z,2017-12-20T13:11:42Z
3750,What will the margin of victory be in the 2017 Boston mayoral race?,MOV.BOS2017,2017-10-02T20:00:00Z,2017-12-20T10:06:31Z
3958,How many tweets will @vp post from noon December 12 to noon December 19?,VPTWEET.121917,2017-12-12T07:00:00Z,2017-12-19T12:52:55Z
3957,How many tweets will @potus post from noon December 12 to noon December 19?,POTUS.121917,2017-12-12T07:00:00Z,2017-12-19T12:51:51Z
3589,Will Al Thomas resign as Charlottesville police chief by December 31?,THOMAS.123117,2017-08-14T20:00:00Z,2017-12-19T09:31:43Z
3956,What will Trump's 538 job approval index be for December 18?,538.121817,2017-12-10T19:00:00Z,2017-12-19T09:16:43Z
3817,Who will be elected president of Chile in 2017?,CHILE.2017,2017-10-25T20:00:00Z,2017-12-18T10:37:01Z
3951,What will Trump's RCP average job approval be at end of day December 15?,TA.121517,2017-12-07T19:00:00Z,2017-12-16T09:08:37Z
3952,Will Trump's Gallup approval be 37% or higher for December 12-14?,GALLUP.121517,2017-12-07T19:00:00Z,2017-12-15T13:38:03Z
3950,How many tweets will @vp post from noon December 8 to noon December 15?,VPTWEET.121517,2017-12-08T07:00:00Z,2017-12-15T12:08:00Z
3941,What will Democrats' 538 Congressional polling edge be for December 13?,C538.121317,2017-12-05T19:00:00Z,2017-12-14T08:59:16Z
3904,Will Moore win Madison County in Alabama's special Senate election?,MADI.ALSEN17,2017-11-20T19:00:00Z,2017-12-13T12:39:44Z
3903,Will Moore win Mobile County in Alabama's special Senate election?,MOBI.ALSEN17,2017-11-20T19:00:00Z,2017-12-13T12:38:43Z
3899,What will total write-in vote share be for the 2017 U.S. Senate special election in Alabama?,WI.ALSEN.2017,2017-11-19T19:00:00Z,2017-12-13T12:37:42Z
3874,Will Moore win Montgomery County in Alabama's special Senate election?,MONT.ALSEN17,2017-11-12T19:00:00Z,2017-12-13T12:36:40Z
3873,Will Moore win Jefferson County in Alabama's special Senate election?,JEFF.ALSEN17,2017-11-12T19:00:00Z,2017-12-13T12:35:40Z
3940,How many tweets will @realDonaldTrump post from noon December 6 to noon December 13?,RDTS.121317,2017-12-06T07:00:00Z,2017-12-13T12:11:38Z
3906,Will Trump campaign with Roy Moore?,DJTMOORE.121217,2017-11-21T19:00:00Z,2017-12-13T08:58:28Z
3937,How many tweets will @potus post from noon December 5 to noon December 12?,POTUS.121217,2017-12-05T07:00:00Z,2017-12-12T12:15:27Z
3936,How many tweets will @vp post from noon December 5 to noon December 12?,VPTWEET.121217,2017-12-05T07:00:00Z,2017-12-12T12:14:24Z
3943,Who will lead in Moore vs. Jones  polling on December 11?,MOOREJONES.121117,2017-12-05T19:00:00Z,2017-12-12T08:42:14Z
3933,What will Trump's 538 job approval index be for December 11?,538.121117,2017-12-03T19:00:00Z,2017-12-12T08:41:11Z
3665,Will the federal government be shut down on December 11?,SHUTDOWN.121117,2017-09-10T20:00:00Z,2017-12-12T08:16:08Z
3947,Will Al Franken be a U.S. senator on December 9?,FRANKEN.120917,2017-12-06T19:00:00Z,2017-12-10T08:36:53Z
3931,What will Trump's RCP average job approval be at end of day December 8?,TA.120817,2017-11-30T19:00:00Z,2017-12-09T09:21:18Z
3932,Will Trump's Gallup approval be 36% or higher for December 5-7?,GALLUP.120817,2017-11-30T19:00:00Z,2017-12-08T13:20:44Z
3930,How many tweets will @vp post from noon December 1 to noon December 8?,VPTWEET.120817,2017-12-01T07:00:00Z,2017-12-08T12:17:41Z
3748,What will the margin of victory be in the 2017 NYC mayoral race?,MOV.NYC2017,2017-10-02T20:00:00Z,2017-12-07T17:29:08Z
3921,What will Democrats' 538 Congressional polling edge be for December 6?,C538.120617,2017-11-28T19:00:00Z,2017-12-07T09:10:55Z
2768,Will Trump move the U.S. embassy in Israel to Jerusalem in 2017?,EMBASSY.JERUSALEM.2017,2016-12-13T19:00:00Z,2017-12-06T15:55:29Z
3920,How many tweets will @realDonaldTrump post from noon November 29 to noon December 6?,RDTS.120617,2017-11-29T07:00:00Z,2017-12-06T12:28:21Z
3790,When will Senate next confirm an executive department head?,CONFIRM.101717,2017-10-16T20:00:00Z,2017-12-05T17:54:49Z
3775,Which executive department will next have a new head confirmed?,NEXT.CABINET.101117,2017-10-10T20:00:00Z,2017-12-05T17:53:48Z
3551,When will the Senate confirm the next Secretary of Homeland Security?,DHS.CONFIRM,2017-07-31T20:00:00Z,2017-12-05T17:51:46Z
3917,How many tweets will @vp post from noon November 28 to noon December 5?,VPTWEET.120517,2017-11-28T07:00:00Z,2017-12-05T12:41:36Z
3916,How many tweets will @potus post from noon November 28 to noon December 5?,POTUS.120517,2017-11-28T07:00:00Z,2017-12-05T12:40:33Z
3680,Will September CBP Southwest Border Total Apprehensions be lower than August?,CBP.SEP2017,2017-09-13T20:00:00Z,2017-12-05T10:46:28Z
3914,What will Trump's 538 job approval index be for December 4?,538.120417,2017-11-26T19:00:00Z,2017-12-05T09:03:25Z
3807,Will Iceland's Left-Green Movement win a plurality?,LGM.ICELAND.2017,2017-10-22T20:00:00Z,2017-12-04T14:02:56Z
3806,Will Iceland's Pirate Party win 8+ seats?,PP.ICELAND.2017,2017-10-22T20:00:00Z,2017-12-04T14:01:55Z
3928,Will Ron Johnson vote to pass the Tax Cuts & Jobs Act by December 8?,JOHN.TCJA.120817,2017-11-29T19:00:00Z,2017-12-02T08:17:40Z
3927,Will Bob Corker vote to pass the Tax Cuts & Jobs Act by December 8?,CORK.TCJA.120817,2017-11-29T19:00:00Z,2017-12-02T08:16:40Z
3926,Will Dean Heller vote to pass the Tax Cuts & Jobs Act by December 8?,HELL.TCJA.120817,2017-11-29T19:00:00Z,2017-12-02T08:15:40Z
3925,Will John McCain vote to pass the Tax Cuts & Jobs Act by December 8?,MCCA.TCJA.120817,2017-11-29T19:00:00Z,2017-12-02T08:14:39Z
3918,How many Yea votes will be cast in the Senate to pass Tax Cuts and Jobs Act by 12/8?,SYEA.TCJA.120817,2017-11-27T19:00:00Z,2017-12-02T08:13:39Z
3912,What will Trump's RCP average job approval be at end of day December 1?,TA.120117,2017-11-23T19:00:00Z,2017-12-02T08:11:33Z
3850,Will the Senate vote on Tax Cuts & Jobs Act in 2017?,SVOTE.TCJA.2017,2017-11-05T19:00:00Z,2017-12-02T08:10:32Z
3847,Will the Senate pass Tax Cuts and Jobs Act in 2017?,S.TCJA.2017,2017-11-02T20:00:00Z,2017-12-02T08:08:31Z
3911,Will Trump's Gallup approval be 38% or higher for November 28-30?,GALLUP.120117,2017-11-23T19:00:00Z,2017-12-01T13:16:04Z
3924,Will Michael Flynn be convicted of a federal charge by June 30?,FLYNN.CONVICT.063018,2017-11-29T19:00:00Z,2017-12-01T12:52:03Z
3910,How many tweets will @vp post from noon November 24 to noon December 1?,VPTWEET.120117,2017-11-24T07:00:00Z,2017-12-01T12:51:02Z
3004,Will a false statement federal criminal charge be filed against Michael Flynn in 2017?,FLYNN.FEDCHARGES.2017,2017-02-21T19:00:00Z,2017-12-01T10:29:55Z
3650,What will Trump's RCP average job approval be at end of day November 30?,TRUMPAPPR.113017,2017-09-04T20:00:00Z,2017-12-01T08:33:51Z
3831,Will Carles Puigdemont testify in Spanish court by Nov. 30?,PUIG.TESTIFY.113017,2017-10-30T20:00:00Z,2017-12-01T08:32:48Z
3832,How many days will Trump visit a Trump-Branded property in November?,DJTTRAVEL.NOV17,2017-10-31T20:00:00Z,2017-12-01T08:31:48Z
3745,Will Ryan Zinke be Secretary of the Interior on November 30?,ZINKE.113017,2017-10-02T20:00:00Z,2017-12-01T08:30:46Z
3915,Will Frances Fitzgerald be Tánaiste of Ireland on November 30?,FITZ.113017,2017-11-26T19:00:00Z,2017-11-30T19:39:29Z
3615,What will the margin of victory be in the 2017 special election in Utah's 3rd District?,MOV.UT03.2017,2017-08-22T20:00:00Z,2017-11-30T17:51:26Z
3699,What will the margin of victory be in the 2017 New Jersey gubernatorial race?,MOV.NJGOV17,2017-09-19T20:00:00Z,2017-11-30T09:08:12Z
3908,What will Democrats' 538 Congressional polling edge be for November 29?,C538.112917,2017-11-21T19:00:00Z,2017-11-30T08:55:10Z
3907,How many tweets will @realDonaldTrump post from noon November 22 to noon November 29?,RDTS.112917,2017-11-22T07:00:00Z,2017-11-29T12:13:42Z
3902,How many tweets will @vp post from noon November 21 to noon November 28?,VPTWEET.112817,2017-11-21T07:00:00Z,2017-11-28T12:17:05Z
3901,How many tweets will @potus post from noon November 21 to noon November 28?,POTUS.112817,2017-11-21T07:00:00Z,2017-11-28T12:16:02Z
3898,What will Trump's 538 job approval index be for November 27?,538.112717,2017-11-19T19:00:00Z,2017-11-28T09:47:57Z
3852,What will the margin of victory be in the 2017 Virginia lieutenant governor race?,MOV.VALTGOV17,2017-11-05T19:00:00Z,2017-11-27T13:59:30Z
3700,What will the margin of victory be in the 2017 Virginia gubernatorial race?,MOV.VAGOV17,2017-09-19T20:00:00Z,2017-11-27T13:58:29Z
3893,What will Trump's RCP average job approval be at end of day November 24?,TA.112417,2017-11-16T19:00:00Z,2017-11-25T09:13:14Z
3892,Will Trump's Gallup approval be 37% or higher for November 21-23?,GALLUP.112417,2017-11-16T19:00:00Z,2017-11-24T13:38:45Z
3891,How many tweets will @vp post from noon November 17 to noon November 24?,VPTWEET.112417,2017-11-17T07:00:00Z,2017-11-24T12:09:42Z
3880,What will Democrats' 538 Congressional polling edge be for November 21?,C538.112117,2017-11-14T19:00:00Z,2017-11-22T12:19:38Z
3879,How many tweets will @realDonaldTrump post from noon November 15 to noon November 22?,RDTS.112217,2017-11-15T07:00:00Z,2017-11-22T12:18:36Z
3876,How many tweets will @vp post from noon November 14 to noon November 21?,VPTWEET.112117,2017-11-14T07:00:00Z,2017-11-21T12:20:05Z
3875,How many tweets will @potus post from noon November 14 to noon November 21?,POTUS.112117,2017-11-14T07:00:00Z,2017-11-21T12:19:01Z
3498,Who will be elected New Orleans mayor in 2017?,NOLA.2017,2017-07-19T20:00:00Z,2017-11-21T12:17:58Z
3347,Which of the 24 people on Trump’s Cabinet list will leave first?,NEXTOUT.CABINET,2017-06-08T20:00:00Z,2017-11-20T14:10:27Z
3818,Will anyone win an outright majority in Chile's first-round presidential election?,MAJ.CHILE.2017,2017-10-25T20:00:00Z,2017-11-20T11:32:42Z
3870,What will Trump's RCP average job approval be at end of day November 17?,TA.111717,2017-11-09T19:00:00Z,2017-11-18T08:20:32Z
3871,Will Trump's 538 job approval index for November 16 be 38.1% or higher?,538.111617,2017-11-13T07:00:00Z,2017-11-17T13:37:05Z
3869,Will Trump's Gallup approval be 37% or higher for November 14-16?,GALLUP.111717,2017-11-09T19:00:00Z,2017-11-17T13:21:04Z
3867,How many tweets will @vp post from noon November 10 to noon November 17?,VPTWEET.111717,2017-11-10T07:00:00Z,2017-11-17T12:32:02Z
3872,How many Yea votes will be cast in the House to pass Tax Cuts and Jobs Act by 11/17?,YEA.TCJA.111717,2017-11-12T19:00:00Z,2017-11-16T14:26:29Z
3849,Will the House vote on Tax Cuts & Jobs Act in 2017?,HVOTE.TCJA.2017,2017-11-05T19:00:00Z,2017-11-16T14:25:27Z
3846,Will the House pass Tax Cuts and Jobs Act in 2017?,H.TCJA.2017,2017-11-02T20:00:00Z,2017-11-16T14:24:27Z
3859,Will Democrats' 538 Congressional polling edge for November 14 be 9.7% or higher?,C538.111417,2017-11-07T19:00:00Z,2017-11-15T12:28:51Z
3858,How many tweets will @realDonaldTrump post from noon November 8 to noon November 15?,RDTS.111517,2017-11-08T07:00:00Z,2017-11-15T12:27:51Z
3861,Will Trump's 538 job approval index for November 13 be 37.6% or higher?,538.111317,2017-11-08T19:00:00Z,2017-11-14T13:58:17Z
3854,How many tweets will @potus post from noon November 7 to noon November 14?,POTUS.111417,2017-11-07T07:00:00Z,2017-11-14T13:57:17Z
3853,How many tweets will @vp post from noon November 7 to noon November 14?,VPTWEET.111417,2017-11-07T07:00:00Z,2017-11-14T13:56:13Z
3784,Will LDP coalition win 310+ seats in 2017 Japanese House of Reps election?,LDP.SUPERMAJ.2017,2017-10-15T20:00:00Z,2017-11-13T11:14:33Z
3845,What will Trump's RCP average job approval be at end of day November 10?,TA.111017,2017-11-02T20:00:00Z,2017-11-11T10:15:29Z
3844,Will Trump's Gallup approval be 38% or higher for November 7-9?,GALLUP.111017,2017-11-02T20:00:00Z,2017-11-10T14:15:00Z
3848,Will Trump's 538 job approval index for November 9 be 37.8% or higher?,538.110917,2017-11-05T19:00:00Z,2017-11-10T12:31:57Z
3843,How many tweets will @vp post from noon November 3 to noon November 10?,VPTWEET.111017,2017-11-03T08:00:00Z,2017-11-10T12:30:56Z
3624,Will Democrats win a majority in the Washington State Senate in 2017?,DEM.WASS.2017,2017-08-27T20:00:00Z,2017-11-10T10:56:48Z
2779,Who will be elected Seattle mayor in 2017?,MAYOR.SEATTLE.2017,2016-11-22T19:00:00Z,2017-11-08T20:54:52Z
2777,Who will be elected Minneapolis mayor in 2017?,MAYOR.MINNE.2017,2016-11-22T19:00:00Z,2017-11-08T20:53:49Z
3834,How many tweets will @realDonaldTrump post from noon November 1 to noon November 8?,RDTS.110817,2017-11-01T08:00:00Z,2017-11-08T12:12:34Z
3833,Will Democrats' 538 Congressional polling edge for November 7 be 9.8% or higher?,C538.110717,2017-10-31T20:00:00Z,2017-11-08T12:11:29Z
3298,Who will win the 2017 House of Representatives special election in Utah's 3rd District?,UT3.2017,2017-05-21T20:00:00Z,2017-11-08T10:08:26Z
3191,Which party will win the 2018 House of Representatives race in Utah's 3rd district?,UT3.2018,2017-04-19T20:00:00Z,2017-11-08T10:07:23Z
3826,Who will be elected St. Petersburg mayor in 2017?,STP.2017,2017-10-29T20:00:00Z,2017-11-08T08:57:21Z
3799,Who will win the 2017 Virginia lieutenant governor race?,VALTGOV17,2017-10-18T20:00:00Z,2017-11-08T08:56:20Z
3499,Who will be elected Miami mayor in 2017?,MIAMI.2017,2017-07-19T20:00:00Z,2017-11-08T08:55:19Z
2795,Who will be elected Pittsburgh mayor in 2017?,MAYOR.PITTSBURGH.2017,2016-11-29T19:00:00Z,2017-11-08T08:54:18Z
2794,Who will be elected Charlotte mayor in 2017?,MAYOR.CHARLOTTE.2017,2017-01-05T19:00:00Z,2017-11-08T08:53:17Z
2793,Who will be elected Cleveland mayor in 2017?,MAYOR.CLEVELAND.2017,2016-11-29T19:00:00Z,2017-11-08T08:52:16Z
2792,Who will be elected Cincinnati mayor in 2017?,MAYOR.CINCINNATI.2017,2016-11-29T19:00:00Z,2017-11-08T08:51:16Z
2776,Who will be elected Detroit mayor in 2017?,MAYOR.DETROIT.2017,2016-11-22T19:00:00Z,2017-11-08T08:50:15Z
2406,Who will be elected NYC mayor in 2017?,MAYOR.NYC2017,2016-08-16T20:00:00Z,2017-11-08T08:49:14Z
2775,Who will be elected Boston mayor in 2017?,MAYOR.BOSTON.2017,2016-11-22T19:00:00Z,2017-11-07T22:28:46Z
2405,Which party will win the 2017 New Jersey gubernatorial race?,NJGOV17,2016-08-16T20:00:00Z,2017-11-07T21:50:44Z
2404,Which party will win the 2017 Virginia gubernatorial race?,VAGOV17,2016-08-16T20:00:00Z,2017-11-07T21:49:41Z
3837,Will Trump's 538 job approval index for November 6 be 37.8% or higher?,538.110617,2017-11-02T08:00:00Z,2017-11-07T12:20:15Z
3829,How many tweets will @vp post from noon October 31 to noon November 7?,VPTWEET.110717,2017-10-31T08:00:00Z,2017-11-07T12:19:14Z
3828,How many tweets will @potus post from noon October 31 to noon November 7?,POTUS.110717,2017-10-31T08:00:00Z,2017-11-07T12:18:10Z
2866,Will Hillary Clinton run for NYC mayor in 2017?,CLINTON.RUN.NYCMAYOR.2017,2017-01-09T19:00:00Z,2017-11-07T10:03:01Z
3821,What will Trump's RCP average job approval be at end of day November 3?,TA.110317,2017-10-26T20:00:00Z,2017-11-04T08:54:20Z
3820,Will Trump's Gallup approval be 37% or higher for October 31-November 2?,GALLUP.110317,2017-10-26T20:00:00Z,2017-11-03T14:40:53Z
3823,Will Trump's 538 job approval index for November 2 be 37.3% or higher?,538.110217,2017-10-29T20:00:00Z,2017-11-03T12:19:50Z
3819,How many tweets will @vp post from noon October 27 to noon November 3?,VPTWEET.110317,2017-10-27T08:00:00Z,2017-11-03T12:18:49Z
3814,Will Democrats' 538 Congressional polling edge for October 31 be 8.4% or higher?,C538.103117,2017-10-24T20:00:00Z,2017-11-01T12:11:42Z
3813,How many tweets will @realDonaldTrump post from noon October 25 to noon November 1?,RDTS.110117,2017-10-25T08:00:00Z,2017-11-01T12:10:42Z
3765,Which party will win the 2nd most seats in the 2017 Austrian National Council election?,2ND.AUSTRIA.2017,2017-10-05T20:00:00Z,2017-11-01T11:03:34Z
3764,Which party will win the most seats in the 2017 Austrian National Council election?,1ST.AUSTRIA.2017,2017-10-05T20:00:00Z,2017-11-01T11:02:33Z
3797,How many days will Trump visit a Trump-Branded property in October?,DJTTRAVEL.OCT17,2017-10-18T20:00:00Z,2017-11-01T08:45:29Z
3756,Will Rex Tillerson be Secretary of State on October 31?,TILL.103117,2017-10-03T20:00:00Z,2017-11-01T08:44:27Z
3755,Will the Senate pass CHIP reauthorization by October 31?,S.CHIP.103117,2017-10-03T20:00:00Z,2017-11-01T08:43:26Z
3754,Will the House pass CHIP reauthorization by October 31?,H.CHIP.103117,2017-10-03T20:00:00Z,2017-11-01T08:42:25Z
3740,How many briefings will the White House publish in October?,BRIEFINGS.OCT17,2017-10-01T20:00:00Z,2017-11-01T08:41:24Z
3552,What will Trump's RCP average job approval be at end of day October 31?,TRUMPAPPR.103117,2017-08-01T20:00:00Z,2017-11-01T08:40:23Z
3815,Will Trump's 538 job approval index for October 30 be 37.1% or higher?,538.103017,2017-10-25T20:00:00Z,2017-10-31T12:41:53Z
3809,How many tweets will @potus post from noon October 24 to noon October 31?,POTUS.103117,2017-10-24T08:00:00Z,2017-10-31T12:40:52Z
3808,How many tweets will @vp post from noon October 24 to noon October 31?,VPTWEET.103117,2017-10-24T08:00:00Z,2017-10-31T12:39:50Z
3339,Will a federal criminal charge be filed against Paul Manafort in 2017?,MANA.CHARGES.2017,2017-06-06T20:00:00Z,2017-10-30T10:12:10Z
3802,What will Trump's RCP average job approval be at end of day October 27?,TA.102717,2017-10-19T20:00:00Z,2017-10-28T10:50:09Z
3801,Will Trump's Gallup approval be 36% or higher for October 24-26?,GALLUP.102717,2017-10-19T20:00:00Z,2017-10-27T13:19:45Z
3810,Will Trump's 538 job approval index for October 26 be 37.5% or higher?,538.102617,2017-10-23T20:00:00Z,2017-10-27T12:18:43Z
3800,How many tweets will @vp post from noon October 20 to noon October 27?,VPTWEET.102717,2017-10-20T08:00:00Z,2017-10-27T12:17:42Z
3811,Will Spain invoke Article 155 for Catalonia by October 31?,ART155.103117,2017-10-23T20:00:00Z,2017-10-27T11:16:36Z
3805,Will House pass amended 2018 budget resolution by Oct. 27?,HBUDGET.102717,2017-10-22T20:00:00Z,2017-10-26T11:15:32Z
3795,How many tweets will @realDonaldTrump post from noon October 18 to noon October 25?,RDTS.102517,2017-10-18T08:00:00Z,2017-10-25T12:24:03Z
3792,Will Trump's 538 job approval index be 38.1% or higher at end of day October 23?,538.102317,2017-10-16T20:00:00Z,2017-10-25T09:25:55Z
3789,How many tweets will @potus post from noon October 17 to noon October 24?,POTUS.102417,2017-10-17T08:00:00Z,2017-10-24T12:12:30Z
3788,How many tweets will @vp post from noon October 17 to noon October 24?,VPTWEET.102417,2017-10-17T08:00:00Z,2017-10-24T12:11:27Z
3787,What will be the margin of victory in the Czech legislative election?,MOV.CZECH.2017,2017-10-15T20:00:00Z,2017-10-23T08:12:47Z
3785,Will any party win 50+ seats in the 2017 Czech legislative election?,50.CZECH.2017,2017-10-15T20:00:00Z,2017-10-23T08:11:46Z
3780,What will Trump's RCP average job approval be at end of day October 20?,TA.102017,2017-10-12T20:00:00Z,2017-10-21T09:38:49Z
3781,Will Trump's Gallup approval be 37% or higher for October 17-19?,GALLUP.102017,2017-10-12T20:00:00Z,2017-10-20T14:24:24Z
